CustomerID,Amount,Frequency,Recency,labels3
12925.0,694.0499999999998,2,4,0
12928.0,2062.6999999999994,5,34,0
12929.0,117.85000000000001,1,311,1
12930.0,415.8,2,77,0
12931.0,42055.95999999999,15,21,0
12933.0,607.5299999999999,3,23,0
12935.0,2160.6999999999994,7,1,0
12936.0,1063.9000000000005,4,16,0
12937.0,1504.2700000000004,4,14,0
12938.0,114.14,1,25,0
12939.0,11581.8,8,63,0
12940.0,913.5400000000001,2,54,0
12942.0,683.9000000000001,3,130,0
12944.0,604.51,2,35,0
12945.0,462.95000000000005,1,287,1
12947.0,1603.9900000000002,6,143,0
12948.0,2064.95,7,15,0
12949.0,4167.220000000001,8,30,0
12950.0,1843.0,3,1,0
12951.0,1064.0700000000004,6,8,0
12952.0,1387.7900000000004,4,5,0
12953.0,329.84999999999997,1,9,0
12955.0,4757.159999999999,11,0,0
12956.0,108.07,1,305,1
12957.0,4017.5400000000027,8,9,0
12962.0,266.39000000000004,2,6,0
12963.0,1856.6299999999997,8,7,0
12965.0,771.9099999999996,1,88,0
12966.0,160.18,1,9,0
12967.0,1660.9,2,357,1
12968.0,135.95,1,111,0
12970.0,452.23999999999995,4,6,0
12971.0,11189.909999999996,86,3,2
12974.0,144.8,1,197,1
12976.0,738.6,1,211,1
12977.0,39.24,1,155,1
12980.0,7374.900000000001,9,157,0
12981.0,372.21999999999997,2,29,0
12982.0,390.53999999999996,1,242,1
12984.0,97.5,1,18,0
12985.0,1239.38,2,0,0
12987.0,558.7,2,73,0
12988.0,535.32,1,291,1
12989.0,6924.109999999996,15,2,0
12990.0,409.50000000000006,3,30,0
12991.0,503.76,2,22,0
12993.0,414.75999999999993,4,22,0
12994.0,974.42,3,3,0
12995.0,211.32,1,84,0
12997.0,1226.89,4,21,0
12999.0,455.8799999999999,3,195,1
13000.0,534.8500000000001,3,106,0
13001.0,9818.820000000012,13,3,0
13002.0,120.94999999999999,1,317,1
13003.0,149.05,3,105,0
13004.0,5655.91,18,11,0
13005.0,513.7,2,173,1
13006.0,81.57,1,55,0
13008.0,229.47000000000003,1,322,1
13011.0,50.550000000000004,1,371,1
13012.0,1661.8400000000008,8,8,0
13013.0,4810.9400000000005,13,0,0
13014.0,3466.2799999999997,10,10,0
13015.0,3346.2800000000016,5,52,0
13016.0,789.8899999999996,3,72,0
13017.0,204.0,1,6,0
13018.0,7277.699999999997,28,15,0
13021.0,2616.38,9,3,0
13023.0,689.9000000000001,2,63,0
13026.0,975.3599999999998,5,0,0
13027.0,6912.0,6,113,0
13028.0,661.32,2,22,0
13029.0,1247.5,3,30,0
13030.0,799.4800000000001,2,10,0
13032.0,1010.1799999999997,2,51,0
13033.0,190.54999999999998,1,356,1
13034.0,642.77,2,54,0
13035.0,921.8800000000002,2,73,0
13037.0,881.07,3,137,0
13038.0,908.46,3,79,0
13040.0,676.9900000000001,2,8,0
13043.0,516.4200000000001,1,272,1
13044.0,560.4700000000001,1,290,1
13045.0,305.28,1,98,0
13046.0,629.31,2,30,0
13047.0,3237.540000000001,10,31,0
13048.0,1835.9099999999994,4,13,0
13049.0,656.6800000000002,2,63,0
13050.0,5836.86,17,14,0
13052.0,348.15000000000003,1,211,1
13055.0,1214.41,3,77,0
13058.0,271.4,3,24,0
13059.0,183.4,1,249,1
13060.0,307.53000000000003,1,253,1
13061.0,248.61,1,71,0
13062.0,346.98,1,190,1
13064.0,1119.4900000000005,4,12,0
13065.0,205.85999999999999,1,372,1
13066.0,470.80000000000007,2,23,0
13067.0,115.46000000000002,1,81,0
13068.0,344.0,2,9,0
13069.0,4436.119999999994,24,0,0
13070.0,228.8,1,191,1
13072.0,177.14999999999998,1,266,1
13075.0,919.61,1,129,0
13077.0,729.2700000000001,4,0,0
13078.0,12627.94,26,2,0
13079.0,220.09999999999997,5,3,0
13080.0,58.08,1,178,1
13081.0,28337.38000000005,11,11,0
13082.0,3613.6300000000006,9,125,0
13083.0,303.75,2,3,0
13085.0,416.08000000000004,2,157,1
13089.0,58825.83000000013,97,2,2
13090.0,8910.82,14,8,0
13091.0,345.82,1,27,0
13092.0,477.83,5,70,0
13093.0,7832.469999999998,8,275,1
13094.0,1927.3200000000002,12,20,0
13095.0,74.4,1,70,0
13097.0,6010.419999999994,10,32,0
13098.0,28882.440000000013,28,0,0
13099.0,207.35999999999999,1,98,0
13101.0,101.18999999999998,1,233,1
13102.0,6424.090000000001,24,0,0
13103.0,243.94,1,39,0
13104.0,1098.48,6,2,0
13106.0,76.5,1,132,0
13107.0,1531.6200000000003,4,43,0
13108.0,350.05999999999995,1,372,1
13109.0,786.5400000000001,2,59,0
13110.0,1488.6700000000012,7,30,0
13113.0,12245.960000000003,24,0,0
13115.0,2294.7800000000007,4,11,0
13116.0,501.14000000000004,1,137,1
13117.0,984.9099999999996,8,21,0
13118.0,1197.8099999999995,5,19,0
13120.0,30.599999999999998,1,238,1
13121.0,283.7299999999999,1,268,1
13122.0,922.3900000000002,2,93,0
13124.0,3866.3299999999977,3,89,0
13126.0,2099.6399999999994,8,4,0
13127.0,259.16999999999996,1,77,0
13130.0,64.0,1,93,0
13131.0,1073.2999999999997,3,22,0
13132.0,77.3,1,261,1
13133.0,109.80000000000001,2,273,1
13134.0,1793.58,4,85,0
13135.0,3096.0,1,196,1
13136.0,2607.6099999999997,5,55,0
13137.0,3650.409999999999,8,10,0
13138.0,962.3900000000001,6,21,0
13139.0,5064.940000000003,7,15,0
13140.0,423.71999999999997,3,107,0
13141.0,2388.7499999999995,5,84,0
13142.0,307.0899999999999,1,18,0
13144.0,110.94999999999999,1,332,1
13145.0,618.52,4,39,0
13146.0,228.91,1,25,0
13147.0,712.8000000000001,4,9,0
13148.0,3707.120000000001,12,28,0
13149.0,1676.0599999999997,4,13,0
13151.0,1257.8700000000003,1,295,1
13153.0,486.22,1,5,0
13155.0,971.76,4,32,0
13157.0,1741.2199999999991,4,48,0
13158.0,1201.0600000000004,4,94,0
13159.0,1437.8500000000006,4,8,0
13160.0,91.8,1,21,0
13161.0,112.75,1,312,1
13162.0,1688.2899999999995,4,121,0
13165.0,1021.4799999999999,2,45,0
13166.0,417.19999999999993,1,282,1
13167.0,791.3300000000002,4,18,0
13168.0,1319.19,4,35,0
13169.0,712.88,2,63,0
13170.0,116.01000000000002,1,26,0
13171.0,468.4099999999999,3,21,0
13173.0,353.65000000000003,2,3,0
13174.0,2817.0300000000007,3,15,0
13176.0,492.8400000000001,1,45,0
13177.0,282.45,1,64,0
13178.0,5725.470000000003,11,25,0
13182.0,121.17999999999999,1,44,0
13183.0,3957.7800000000016,9,7,0
13184.0,1701.2900000000009,10,14,0
13185.0,71.4,1,267,1
13186.0,1575.8900000000003,3,39,0
13187.0,236.01999999999995,1,336,1
13188.0,114.60000000000001,1,10,0
13189.0,260.68,2,18,0
13192.0,911.9400000000002,2,94,0
13193.0,117.88000000000001,1,60,0
13194.0,60.7,1,135,1
13196.0,1797.78,4,10,0
13198.0,3401.239999999997,6,9,0
13199.0,9817.120000000003,38,3,0
13200.0,870.09,4,18,0
13203.0,869.4599999999999,4,9,0
13207.0,250.26000000000002,2,14,0
13208.0,1223.8999999999999,6,58,0
13209.0,5891.609999999999,8,29,0
13210.0,353.47999999999996,1,93,0
13211.0,1197.4199999999998,3,9,0
13212.0,788.0799999999998,3,19,0
13213.0,1520.5800000000004,5,56,0
13216.0,333.74,1,267,1
13217.0,533.98,3,121,0
13218.0,62.64,1,126,0
13220.0,819.29,4,77,0
13221.0,847.4100000000001,2,239,1
13223.0,163.20000000000002,2,199,1
13224.0,2155.9499999999994,2,59,0
13225.0,6463.840000000002,7,2,0
13226.0,108.21000000000001,1,272,1
13227.0,257.7,1,201,1
13228.0,358.0,1,80,0
13229.0,160.95,1,225,1
13230.0,2806.9700000000007,14,3,0
13232.0,1357.6000000000015,7,12,0
13233.0,605.1200000000001,2,73,0
13235.0,1031.0699999999997,1,211,1
13236.0,744.8500000000003,2,23,0
13238.0,700.7300000000001,4,16,0
13239.0,329.56,1,261,1
13240.0,663.6500000000001,4,95,0
13242.0,270.40000000000003,3,111,0
13243.0,600.07,1,202,1
13244.0,121.74000000000001,1,92,0
13245.0,430.5,1,50,0
13246.0,1987.3000000000009,6,17,0
13247.0,501.12,4,17,0
13248.0,465.6799999999999,2,124,0
13249.0,711.41,3,91,0
13253.0,1030.3999999999999,2,156,1
13255.0,399.51,2,8,0
13256.0,0.0,1,13,0
13258.0,698.5799999999999,3,11,0
13259.0,292.3199999999999,1,61,0
13260.0,557.6200000000001,1,60,0
13261.0,944.1,2,268,1
13262.0,200.29000000000002,1,262,1
13263.0,7454.069999999956,35,0,0
13265.0,2107.6600000000008,5,52,0
13266.0,3834.26,12,10,0
13267.0,4521.490000000001,19,2,0
13268.0,3214.6899999999996,11,17,0
13269.0,5346.23,15,0,0
13270.0,590.0,1,365,1
13271.0,217.3799999999999,1,36,0
13272.0,276.56000000000006,2,30,0
13273.0,138.97999999999996,1,112,0
13276.0,590.93,2,63,0
13277.0,258.4,4,15,0
13278.0,542.73,1,40,0
13279.0,137.75,1,77,0
13280.0,814.8600000000001,3,121,0
13282.0,1132.1399999999999,3,17,0
13283.0,93.66,2,59,0
13284.0,201.19,1,330,1
13285.0,2709.1200000000003,4,22,0
13291.0,361.10999999999996,1,155,1
13292.0,578.9399999999999,2,38,0
13294.0,873.7399999999998,2,189,1
13295.0,201.2,1,359,1
13296.0,87.4,1,136,1
13297.0,2089.8500000000004,4,7,0
13298.0,360.0,1,0,0
13299.0,142.5,1,267,1
13300.0,371.89000000000004,1,168,1
13301.0,618.0899999999998,4,103,0
13302.0,63.75,1,154,1
13304.0,300.4199999999999,1,350,1
13305.0,2000.8599999999992,10,3,0
13307.0,15.0,1,119,0
13308.0,1385.51,3,22,0
13309.0,1456.7899999999993,5,6,0
13310.0,1132.0300000000002,3,27,0
13311.0,598.57,2,3,0
13313.0,1555.3199999999993,5,21,0
13314.0,775.9400000000002,3,1,0
13316.0,5977.730000000001,4,36,0
13317.0,2273.679999999999,6,65,0
13318.0,640.76,3,0,0
13319.0,10845.549999999988,26,4,0
13320.0,1548.7000000000003,4,77,0
13321.0,567.36,2,71,0
13322.0,199.48,1,16,0
13323.0,787.85,5,2,0
13324.0,7121.949999999994,10,35,0
13325.0,675.3,1,81,0
13327.0,3627.769999999998,8,38,0
13328.0,1308.48,1,315,1
13329.0,789.0,2,31,0
13330.0,1140.9299999999996,3,92,0
13332.0,350.9,1,13,0
13334.0,3536.819999999998,3,81,0
13336.0,795.12,1,76,0
13338.0,487.02,1,157,1
13339.0,860.1200000000002,1,200,1
13340.0,10736.47999999999,7,44,0
13341.0,775.8499999999999,1,260,1
13343.0,353.43,1,177,1
13344.0,2543.720000000002,3,67,0
13345.0,389.50000000000006,1,287,1
13347.0,341.36,1,69,0
13348.0,233.76,1,63,0
13349.0,247.31999999999996,1,10,0
13350.0,979.1199999999999,2,15,0
13351.0,373.94,1,65,0
13352.0,397.9800000000001,1,59,0
13354.0,743.5300000000003,1,70,0
13355.0,674.7,1,121,0
13356.0,768.2400000000001,1,79,0
13357.0,609.9500000000002,1,256,1
13358.0,439.03000000000003,1,268,1
13359.0,439.55999999999995,1,63,0
13362.0,3090.7399999999984,4,8,0
13363.0,992.5000000000002,2,17,0
13364.0,134.96,1,70,0
13365.0,2225.3700000000013,2,33,0
13366.0,56.160000000000004,1,49,0
13368.0,623.4,2,256,1
13369.0,308.28000000000003,1,365,1
13370.0,754.8700000000003,1,371,1
13372.0,378.64,1,89,0
13373.0,3312.2500000000005,3,60,0
13375.0,778.6499999999997,1,88,0
13376.0,1019.7600000000003,3,98,0
13379.0,572.5599999999997,3,25,0
13381.0,3639.3100000000004,6,31,0
13382.0,222.99,1,280,1
13384.0,4151.929999999999,7,30,0
13385.0,534.5700000000002,1,329,1
13388.0,677.1000000000001,2,130,0
13389.0,797.96,3,10,0
13390.0,544.0799999999999,1,74,0
13391.0,59.8,1,203,1
13394.0,2520.0199999999995,8,1,0
13395.0,307.72,1,184,1
13396.0,1360.9899999999998,2,28,0
13397.0,1544.1299999999997,5,72,0
13398.0,457.3400000000001,1,191,1
13402.0,621.2300000000002,2,126,0
13403.0,75.0,1,17,0
13404.0,252.48999999999998,2,0,0
13405.0,572.4509999999999,3,73,0
13408.0,28117.039999999983,62,1,2
13410.0,1003.0600000000001,5,23,0
13411.0,213.55000000000004,1,106,0
13414.0,1390.5,3,133,0
13416.0,712.5000000000001,2,43,0
13417.0,640.83,2,4,0
13418.0,6127.429999999998,18,11,0
13419.0,221.05999999999995,1,63,0
13420.0,159.85,2,149,1
13421.0,1851.0799999999995,2,39,0
13422.0,2626.3000000000006,1,63,0
13425.0,1624.2099999999998,3,107,0
13426.0,3641.3199999999974,10,0,0
13427.0,582.6,3,18,0
13428.0,218.46999999999994,1,9,0
13429.0,1006.8000000000001,4,10,0
13430.0,679.45,2,18,0
13431.0,1269.0999999999995,2,66,0
13434.0,534.24,2,73,0
13435.0,3809.89,7,4,0
13436.0,196.88999999999996,1,1,0
13437.0,3408.0599999999995,7,13,0
13439.0,283.71,1,254,1
13441.0,296.64000000000004,1,91,0
13447.0,1129.14,3,22,0
13448.0,3539.370000000002,6,16,0
13449.0,291.88,1,23,0
13450.0,2043.7200000000003,6,26,0
13451.0,2976.149999999999,5,25,0
13452.0,590.0,2,258,1
13453.0,356.98,2,165,1
13455.0,1058.34,2,24,0
13456.0,1766.7199999999998,6,17,0
13458.0,9646.570000000002,14,6,0
13460.0,183.44,2,28,0
13461.0,1445.0000000000002,3,38,0
13462.0,151.5,1,252,1
13464.0,674.6800000000002,1,57,0
13466.0,307.90000000000003,1,183,1
13467.0,1083.71,2,10,0
13468.0,5704.970000000001,37,1,0
13470.0,165.0,2,98,0
13471.0,2531.579999999998,4,0,0
13473.0,422.64,2,60,0
13474.0,229.58999999999997,1,235,1
13475.0,1431.7800000000009,4,190,1
13476.0,1238.4699999999998,2,178,1
13477.0,1454.579999999999,6,37,0
13479.0,300.95,2,200,1
13481.0,1804.5599999999993,5,45,0
13482.0,184.64,1,231,1
13483.0,140.34000000000003,1,65,0
13484.0,313.79999999999995,1,240,1
13485.0,454.24,1,232,1
13486.0,1122.4099999999999,3,77,0
13487.0,575.4000000000001,3,57,0
13488.0,8968.309999999996,13,16,0
13489.0,449.52,4,104,0
13491.0,1215.82,10,51,0
13494.0,316.26,1,311,1
13495.0,2044.8699999999997,5,7,0
13496.0,653.3299999999999,2,10,0
13497.0,348.04999999999995,2,282,1
13499.0,1159.11,5,17,0
13500.0,1166.7700000000002,3,22,0
13502.0,292.0,3,16,0
13503.0,216.84999999999997,1,70,0
13504.0,295.93,1,63,0
13506.0,458.52000000000004,2,315,1
13507.0,2479.159999999999,4,2,0
13508.0,110.97,1,243,1
13509.0,979.7200000000001,7,8,0
13510.0,1791.5599999999984,4,0,0
13512.0,251.20999999999998,1,260,1
13513.0,205.09999999999997,1,126,0
13514.0,152.20000000000002,1,73,0
13515.0,891.1200000000002,4,72,0
13516.0,1389.4100000000003,3,20,0
13517.0,2128.42,3,59,0
13518.0,659.4399999999998,1,85,0
13519.0,122.75,1,77,0
13521.0,1093.6500000000003,3,0,0
13522.0,125.80000000000001,1,29,0
13523.0,3964.8800000000006,5,32,0
13524.0,680.1800000000001,5,40,0
13525.0,628.78,2,14,0
13527.0,2287.5100000000007,7,33,0
13529.0,307.76,2,78,0
13531.0,483.8000000000001,2,204,1
13532.0,210.30999999999983,1,33,0
13533.0,270.79000000000013,3,182,1
13534.0,5870.080000000015,25,1,0
13536.0,3448.2899999999986,7,0,0
13538.0,1280.85,7,42,0
13539.0,631.3400000000001,3,85,0
13544.0,291.4099999999999,2,39,0
13546.0,626.9899999999999,3,11,0
13548.0,682.41,2,95,0
13549.0,918.1999999999998,7,25,0
13551.0,91.80000000000001,1,318,1
13552.0,3740.070000000001,12,65,0
13555.0,4149.2800000000025,4,73,0
13557.0,584.0600000000001,2,27,0
13558.0,605.0599999999998,4,5,0
13560.0,174.37000000000003,1,6,0
13561.0,141.86,1,215,1
13562.0,1799.3299999999988,3,81,0
13563.0,777.5300000000001,2,83,0
13564.0,1749.0200000000004,3,143,1
13565.0,240.22000000000006,2,18,0
13566.0,874.7099999999997,2,40,0
13568.0,192.85000000000005,1,172,1
13569.0,373.74999999999994,2,16,0
13570.0,239.49000000000004,1,242,1
13571.0,2092.32,12,12,0
13572.0,1384.25,1,205,1
13573.0,294.4,2,49,0
13575.0,732.0699999999997,5,22,0
13576.0,6717.340000000001,18,9,0
13577.0,1687.5999999999988,4,24,0
13579.0,467.03999999999996,2,14,0
13581.0,117.99999999999999,1,308,1
13583.0,781.0300000000002,1,155,1
13584.0,142.40000000000003,1,306,1
13587.0,712.4,1,63,0
13588.0,2478.949999999998,9,15,0
13589.0,379.65000000000003,2,14,0
13590.0,1981.9199999999994,6,10,0
13591.0,1117.1300000000003,3,64,0
13592.0,247.95999999999995,4,35,0
13593.0,2037.0800000000008,5,107,0
13594.0,396.96999999999997,1,52,0
13596.0,697.04,2,5,0
13598.0,180.1700000000001,1,46,0
13599.0,5153.669999999998,21,0,0
13600.0,219.51999999999998,1,311,1
13601.0,693.3200000000002,2,44,0
13602.0,428.88999999999993,1,64,0
13603.0,164.34,1,25,0
13606.0,280.53999999999996,3,28,0
13607.0,678.0099999999996,1,39,0
13610.0,1131.8800000000006,7,11,0
13611.0,1171.8000000000002,3,88,0
13614.0,1610.460000000001,4,23,0
13615.0,417.6900000000001,1,318,1
13617.0,544.18,3,39,0
13618.0,177.34000000000003,1,173,1
13621.0,213.85,1,116,0
13623.0,747.7800000000003,5,30,0
13626.0,257.22999999999996,1,252,1
13627.0,1638.4700000000003,5,58,0
13629.0,7792.36,11,22,0
13630.0,2031.7800000000002,7,4,0
13631.0,3070.42,11,99,0
13632.0,2121.27,5,24,0
13634.0,1575.1600000000003,5,32,0
13635.0,1071.0300000000002,1,67,0
13636.0,949.1199999999999,5,36,0
13637.0,810.4999999999998,3,51,0
13638.0,122.64000000000001,1,15,0
13639.0,1033.3400000000001,1,73,0
13642.0,354.7999999999999,1,215,1
13643.0,519.44,3,30,0
13644.0,2624.260000000001,4,15,0
13645.0,252.1,1,119,0
13647.0,1678.1200000000001,4,9,0
13649.0,346.6000000000001,2,256,1
13650.0,1836.34,6,16,0
13651.0,94.2,2,34,0
13652.0,1095.08,3,45,0
13654.0,2707.329999999999,6,42,0
13655.0,932.9700000000004,2,113,0
13656.0,379.65000000000003,2,164,1
13657.0,382.13999999999993,2,10,0
13658.0,2639.1700000000037,5,9,0
13659.0,1573.2000000000007,2,205,1
13662.0,897.7600000000001,3,85,0
13663.0,189.47,1,178,1
13666.0,84.65000000000002,3,59,0
13667.0,305.0199999999998,1,148,1
13668.0,6363.589999999984,21,2,0
13669.0,218.55,2,50,0
13670.0,349.70000000000016,1,74,0
13672.0,186.39,2,300,1
13673.0,396.9199999999999,2,18,0
13675.0,486.82000000000005,2,150,1
13678.0,232.60000000000005,1,151,1
13680.0,3722.4200000000014,4,0,0
13681.0,827.83,4,17,0
13682.0,59.5,1,186,1
13684.0,67.23000000000002,1,285,1
13685.0,3119.4400000000014,7,2,0
13686.0,72.0,1,182,1
13689.0,910.0,1,62,0
13690.0,172.25,1,58,0
13692.0,1488.3200000000004,3,24,0
13694.0,65039.620000000024,50,3,2
13695.0,2504.1299999999987,15,30,0
13697.0,151.3,1,38,0
13699.0,308.58,1,154,1
13700.0,2265.119999999999,10,25,0
13703.0,99.5,1,317,1
13704.0,2308.0599999999986,9,4,0
13705.0,711.8600000000001,3,7,0
13706.0,330.78999999999996,1,302,1
13707.0,806.4100000000004,2,266,1
13708.0,296.87999999999994,1,270,1
13709.0,6328.050000000004,13,3,0
13710.0,180.48000000000002,1,31,0
13711.0,252.06000000000003,2,218,1
13712.0,228.83999999999997,1,246,1
13715.0,1079.3399999999997,5,280,1
13716.0,138.28,1,268,1
13717.0,1445.0100000000002,6,31,0
13718.0,306.55,2,245,1
13719.0,1041.68,5,14,0
13720.0,799.8999999999999,4,116,0
13721.0,524.14,1,35,0
13722.0,2375.4100000000008,3,131,0
13723.0,199.85000000000002,1,216,1
13725.0,1980.5600000000004,8,49,0
13726.0,1079.6600000000003,2,38,0
13727.0,333.4800000000001,2,28,0
13728.0,1016.1399999999999,6,36,0
13730.0,752.5999999999998,2,135,0
13731.0,610.5899999999999,2,218,1
13732.0,491.86,1,27,0
13735.0,2885.2399999999975,4,24,0
13736.0,731.8999999999999,2,4,0
13737.0,339.59999999999997,1,199,1
13739.0,216.9,1,17,0
13740.0,350.75,1,240,1
13741.0,668.43,3,71,0
13742.0,3131.020000000001,12,16,0
13743.0,1341.5999999999997,7,2,0
13744.0,1156.36,2,94,0
13745.0,300.03999999999996,1,161,1
13747.0,79.6,1,373,1
13748.0,948.2499999999998,5,95,0
13750.0,1647.2599999999998,5,53,0
13751.0,296.24999999999994,1,287,1
13752.0,1186.2800000000002,6,123,0
13753.0,741.26,1,287,1
13754.0,282.6,2,151,1
13755.0,2161.3500000000013,9,3,0
13756.0,5189.519999999995,14,1,0
13758.0,3190.550000000001,7,11,0
13759.0,659.41,2,32,0
13760.0,286.78999999999996,2,53,0
13761.0,1070.65,2,49,0
13762.0,306.72,1,218,1
13763.0,1714.9599999999998,1,62,0
13764.0,1521.7600000000002,3,70,0
13767.0,17220.360000000008,37,1,0
13769.0,2796.5099999999993,10,1,0
13771.0,2634.450000000001,4,63,0
13772.0,1132.13,3,33,0
13774.0,344.99999999999994,1,81,0
13777.0,25977.15999999998,33,0,0
13778.0,178.7,1,102,0
13780.0,360.01,2,6,0
13781.0,127.84000000000002,1,250,1
13782.0,911.9999999999992,6,12,0
13784.0,2462.7899999999995,11,9,0
13786.0,230.4,1,366,1
13787.0,309.04,2,75,0
13790.0,348.79999999999995,1,3,0
13791.0,1516.0,2,127,0
13792.0,195.54999999999995,2,65,0
13798.0,37153.84999999998,57,0,2
13799.0,688.8600000000002,2,116,0
13800.0,558.3199999999997,1,309,1
13801.0,324.79999999999995,1,66,0
13802.0,4599.420000000001,3,138,0
13803.0,277.07000000000005,1,254,1
13804.0,2635.7900000000004,7,30,0
13805.0,924.5999999999999,2,51,0
13806.0,256.38,1,63,0
13807.0,112.6,1,366,1
13808.0,1747.66,5,5,0
13819.0,1140.35,3,301,1
13821.0,385.64,2,144,1
13822.0,632.0000000000001,2,5,0
13823.0,957.6600000000001,2,18,0
13824.0,1698.9399999999998,5,32,0
13826.0,189.5,1,175,1
13827.0,412.0499999999998,3,57,0
13828.0,209.49000000000004,1,21,0
13831.0,2202.99,6,15,0
13832.0,52.199999999999996,1,18,0
13833.0,384.7999999999999,1,158,1
13835.0,834.57,4,24,0
13837.0,271.24000000000007,2,211,1
13838.0,691.7299999999999,4,5,0
13841.0,85.0,1,252,1
13842.0,3385.619999999999,9,58,0
13844.0,361.62,1,10,0
13845.0,312.98,1,64,0
13846.0,865.0600000000005,3,24,0
13848.0,1255.0,3,91,0
13849.0,1537.95,2,51,0
13850.0,1595.4799999999996,1,128,0
13851.0,2651.46,3,95,0
13853.0,1090.14,1,56,0
13854.0,8109.5199999999995,25,8,0
13856.0,388.5,3,168,1
13858.0,216.16999999999996,1,56,0
13859.0,201.16,1,325,1
13860.0,1245.9000000000003,5,0,0
13862.0,2209.360000000001,8,17,0
13863.0,305.78000000000003,1,247,1
13865.0,501.56,4,57,0
13866.0,145.67,1,73,0
13867.0,1015.2900000000002,3,30,0
13868.0,3192.54,2,6,0
13869.0,3104.9500000000035,4,122,0
13870.0,2770.9400000000005,8,1,0
13871.0,6403.250000000004,13,22,0
13873.0,389.6,3,119,0
13874.0,540.45,1,357,1
13875.0,1786.7900000000004,5,53,0
13876.0,122.69999999999999,1,63,0
13877.0,117.24000000000001,1,85,0
13878.0,1281.53,1,54,0
13880.0,3219.7700000000004,13,20,0
13881.0,17159.519999999993,20,2,0
13882.0,1191.1299999999999,5,2,0
13883.0,2674.479999999998,5,10,0
13884.0,787.6000000000001,5,6,0
13885.0,506.8000000000001,2,188,1
13886.0,243.56000000000003,1,70,0
13887.0,349.54999999999995,1,203,1
13888.0,605.63,2,119,0
13889.0,416.9,1,92,0
13890.0,1883.8099999999995,10,0,0
13892.0,632.97,4,26,0
13893.0,821.1,1,297,1
13894.0,564.62,3,23,0
13895.0,2593.0699999999993,4,27,0
13897.0,311.15999999999997,1,49,0
13898.0,155.93,1,325,1
13899.0,388.52000000000004,2,15,0
13900.0,740.9499999999997,3,182,1
13901.0,2867.2,5,71,0
13904.0,332.63999999999993,2,36,0
13908.0,2369.5499999999984,4,79,0
13911.0,2580.909999999999,9,56,0
13914.0,626.4499999999999,2,11,0
13917.0,272.04,2,49,0
13918.0,1212.8400000000001,2,49,0
13922.0,172.24999999999997,1,351,1
13923.0,351.13000000000005,1,53,0
13924.0,1838.8500000000001,6,1,0
13925.0,678.2499999999999,4,92,0
